Cluster ID	Type	Name	P value	Enrichment	Total	In cluster	Cluster size	Ben. Ho. FDR
-2524	GOBP name	regulation of actin filament length	0.00050521	2.0183	33	18	684	0.012215
-2524	GOBP name	regulation of actin polymerization or depolymerization	0.00050521	2.0183	33	18	684	0.01226
-2524	GOBP name	maintenance of location	0.00050407	2.2524	23	14	684	0.012277
-2524	GOCC name	synaptic vesicle	0.0017866	2.6911	11	8	684	0.012506
-2524	GOBP name	angiogenesis	0.00052776	1.8953	41	21	684	0.012668
-2524	KEGG name	Hematopoietic cell lineage	0.0017866	2.6911	11	8	684	0.012804
-2524	GOCC name	extracellular organelle	0.0019811	1.1076	892	267	684	0.013247
-2524	GOCC name	secretory granule lumen	0.0019083	2.2613	18	11	684	0.013255
-2524	GOCC name	extracellular vesicular exosome	0.0019811	1.1076	892	267	684	0.013346
-2524	GOCC name	MHC protein complex	0.001963	3.1717	7	6	684	0.013426
-2524	GOCC name	extracellular membrane-bounded organelle	0.0019811	1.1076	892	267	684	0.013448
-2524	GOBP name	regulation of cyclic nucleotide metabolic process	0.00057056	2.6431	14	10	684	0.013453
-2524	GOBP name	establishment or maintenance of cell polarity	0.00057056	2.6431	14	10	684	0.0135
-2524	GOBP name	regulation of protein complex assembly	0.00057702	1.7492	55	26	684	0.013509
-2524	GOBP name	negative regulation of macromolecule biosynthetic process	0.00056547	1.5154	105	43	684	0.013525
-2524	GOCC name	MHC class I protein complex	0.001963	3.1717	7	6	684	0.013529
-2524	GOBP name	actin filament bundle assembly	0.00057056	2.6431	14	10	684	0.013549
-2524	GOBP name	response to oxygen levels	0.00057702	1.7492	55	26	684	0.013557
-2524	GOBP name	cyclic-nucleotide-mediated signaling	0.00057056	2.6431	14	10	684	0.013597
-2524	GOBP name	epithelial to mesenchymal transition	0.00060262	3.2378	8	7	684	0.014059
-2524	GOCC name	intracellular	0.0022318	1.696	48	22	684	0.014703
-2524	GOBP name	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.00064059	2.2907	21	13	684	0.014738
-2524	GOBP name	cell-cell junction assembly	0.00063901	2.7752	12	9	684	0.014753
-2524	GOBP name	collagen catabolic process	0.00063901	2.7752	12	9	684	0.014804
-2524	GOBP name	response to growth factor stimulus	0.00065053	1.8108	47	23	684	0.014915
-2524	GOBP name	actin-mediated cell contraction	0.00066577	2.9602	10	8	684	0.014955
-2524	GOBP name	regulation of T cell mediated immunity	0.00066577	2.9602	10	8	684	0.015006
-2524	GOBP name	positive regulation of transmembrane transport	0.00066577	2.9602	10	8	684	0.015057
-2524	GOBP name	regulation of nitrogen compound metabolic process	0.00066006	1.2334	375	125	684	0.015081
-2524	GOBP name	cell-substrate junction assembly	0.00066577	2.9602	10	8	684	0.015108
-2524	GOBP name	regulation of biosynthetic process	0.00066435	1.2403	358	120	684	0.015128
-2524	GOBP name	positive regulation of intracellular transport	0.00068423	2.1348	26	15	684	0.015165
-2524	GOBP name	regulation of cellular biosynthetic process	0.00067969	1.2441	348	117	684	0.015165
-2524	GOBP name	cell cycle process	0.00067841	1.4867	112	45	684	0.015188
-2524	GOBP name	transmembrane receptor protein serine/threonine kinase signaling pathway	0.00068423	2.1348	26	15	684	0.015215
-2524	GOBP name	regulation of transport	0.00069392	1.3456	198	72	684	0.015278
-2524	GOBP name	regulation of MAPKKK cascade	0.00070332	1.7761	50	24	684	0.015434
-2524	GOCC name	neuron projection	0.00254	1.4496	97	38	684	0.016492
-2524	GOCC name	trans-Golgi network	0.0025322	2.1145	21	12	684	0.016561
-2524	GOMF name	protein kinase binding	0.00034144	1.7561	59	28	684	0.01659
-2524	GOBP name	response to chemical stimulus	0.00077029	1.1759	557	177	684	0.016737
-2524	GOBP name	response to abiotic stimulus	0.00079551	1.4615	119	47	684	0.017229
-2524	GOBP name	response to ionizing radiation	0.00080918	2.337	19	12	684	0.017468
-2524	GOBP name	negative regulation of developmental process	0.0008258	1.6934	59	27	684	0.017769
-2524	GOBP name	cytokine-mediated signaling pathway	0.00084975	1.809	45	22	684	0.018167
-2524	GOBP name	neuron projection morphogenesis	0.00088659	2.1585	24	14	684	0.018894
-2524	GOBP name	positive regulation of gene expression	0.00089143	1.4342	129	50	684	0.018936
-2524	GOCC name	macromolecular complex	0.0029901	1.114	754	227	684	0.019275
-2524	GOMF name	protein complex binding	0.0004143	1.7816	54	26	684	0.019701
-2524	GOMF name	receptor binding	0.00043068	1.4043	166	63	684	0.020053
-2524	GOMF name	structural molecule activity	0.00045109	1.4434	141	55	684	0.020575
-2524	GOCC name	vacuolar lumen	0.0033185	2.1423	19	11	684	0.021238
-2524	GOBP name	positive regulation of cell development	0.0010134	2.3943	17	11	684	0.021323
-2524	GOBP name	regulation of cell-substrate adhesion	0.0010134	2.3943	17	11	684	0.021391
-2524	GOBP name	regulation of macromolecule biosynthetic process	0.0010458	1.2451	318	107	684	0.021865
-2524	KEGG name	Vascular smooth muscle contraction	0.0033185	2.1423	19	11	684	0.021953
-2524	GOBP name	negative regulation of cell differentiation	0.0011105	1.8071	43	21	684	0.023075
-2524	GOBP name	regulation of metal ion transport	0.0011284	2.0557	27	15	684	0.0233
-2524	GOBP name	regulation of T cell activation	0.0011284	2.0557	27	15	684	0.023372
-2524	GOBP name	morphogenesis of an epithelium	0.0011473	2.1865	22	13	684	0.023544
-2524	GOBP name	transforming growth factor beta receptor signaling pathway	0.0011473	2.1865	22	13	684	0.023617
-2524	KEGG name	Long-term depression	0.003922	2.4669	12	8	684	0.024092
-2524	GOBP name	cell part morphogenesis	0.0011886	1.903	35	18	684	0.024169
-2524	GOBP name	regulation of apoptosis	0.0011939	1.3298	192	69	684	0.024201
-2524	GOBP name	regulation of RNA metabolic process	0.0012009	1.2597	282	96	684	0.024269
-2524	GOCC name	actin filament	0.003922	2.4669	12	8	684	0.024574
-2524	GOCC name	Golgi lumen	0.003922	2.4669	12	8	684	0.024747
-2524	GOCC name	integral to membrane	0.0039883	1.1281	597	182	684	0.024816
-2524	GOBP name	regulation of T cell proliferation	0.0012533	2.4669	15	10	684	0.025025
-2524	GOBP name	maintenance of protein location in cell	0.0012533	2.4669	15	10	684	0.0251
-2524	GOBP name	regulation of neuron differentiation	0.0012676	1.7369	49	23	684	0.02516
-2524	GOBP name	collagen metabolic process	0.0012533	2.4669	15	10	684	0.025176
-2524	GOBP name	muscle tissue development	0.0012533	2.4669	15	10	684	0.025252
-2524	GOMF name	viral receptor activity	0.00060262	3.2378	8	7	684	0.025901
-2524	GOBP name	positive regulation of cell differentiation	0.0013289	1.7078	52	24	684	0.025913
-2524	GOBP name	negative regulation of cellular macromolecule biosynthetic process	0.001335	1.4729	103	41	684	0.025954
-2524	GOBP name	establishment of localization	0.0013436	1.1504	624	194	684	0.026046
-2524	GOBP name	regulation of programmed cell death	0.0013696	1.3229	193	69	684	0.02632
-2524	GOBP name	negative regulation of T cell proliferation	0.0014262	3.7003	5	5	684	0.026712
-2524	GOBP name	embryonic skeletal system morphogenesis	0.0014262	3.7003	5	5	684	0.026787
-2524	GOBP name	tight junction assembly	0.0014262	3.7003	5	5	684	0.026863
-2524	GOBP name	positive regulation of transcription factor import into nucleus	0.0014262	3.7003	5	5	684	0.026939
-2524	GOBP name	dopamine receptor signaling pathway	0.0014262	3.7003	5	5	684	0.027016
-2524	GOBP name	adherens junction organization	0.0014262	3.7003	5	5	684	0.027093
-2524	GOBP name	regulation of BMP signaling pathway	0.0014262	3.7003	5	5	684	0.027171
-2524	GOBP name	regulation of cellular macromolecule biosynthetic process	0.0014671	1.2374	311	104	684	0.0274
-2524	GOBP name	heart development	0.0014818	2.2202	20	12	684	0.027521
-2524	GOMF name	calmodulin binding	0.00066577	2.9602	10	8	684	0.028076
-2524	GOBP name	regulation of actin filament depolymerization	0.0015203	2.5617	13	9	684	0.028079
-2524	GOBP name	multicellular organismal catabolic process	0.0015203	2.5617	13	9	684	0.028157
-2524	GOBP name	cellular response to growth factor stimulus	0.0015583	1.766	44	21	684	0.028702
-2524	KEGG name	Type I diabetes mellitus	0.0052999	3.7003	4	4	684	0.030386
-2524	GOBP name	regulation of phosphorylation	0.0017142	1.3876	136	51	684	0.031312
-2524	KEGG name	Natural killer cell mediated cytotoxicity	0.0057427	2.7752	8	6	684	0.031524
-2524	GOBP name	regulation of leukocyte mediated cytotoxicity	0.0017866	2.6911	11	8	684	0.031677
-2524	GOBP name	regulation of protein localization	0.0017934	1.4967	89	36	684	0.031713
-2524	GOBP name	regulation of cell killing	0.0017866	2.6911	11	8	684	0.031762
-2524	GOBP name	regulation of phosphate metabolic process	0.0018081	1.3686	146	54	684	0.031804
-2524	GOBP name	muscle structure development	0.0017866	2.6911	11	8	684	0.031847
-2524	GOBP name	regulation of phosphorus metabolic process	0.0018081	1.3686	146	54	684	0.031888
-2524	GOBP name	regulation of ossification	0.0017866	2.6911	11	8	684	0.031933
-2524	GOBP name	cell proliferation	0.001822	1.5059	86	35	684	0.031964
-2524	KEGG name	Adherens junction	0.0057003	2.2202	15	9	684	0.031971
-2524	GOCC name	clathrin coat	0.0052999	3.7003	4	4	684	0.032086
-2524	GOCC name	basal lamina	0.0052999	3.7003	4	4	684	0.032304
-2524	GOBP name	response to hypoxia	0.0017821	1.6756	53	24	684	0.032376
-2524	GOCC name	midbody	0.0053987	2.0352	20	11	684	0.032465
-2524	GOCC name	clathrin-coated endocytic vesicle membrane	0.0052999	3.7003	4	4	684	0.032526
-2524	GOCC name	specific granule	0.0052999	3.7003	4	4	684	0.03275
-2524	GOBP name	regulation of muscle contraction	0.0019083	2.2613	18	11	684	0.032957
-2524	GOBP name	maintenance of location in cell	0.0019083	2.2613	18	11	684	0.033043
-2524	GOBP name	positive regulation of intracellular protein kinase cascade	0.0019026	1.594	65	28	684	0.033117
-2524	GOBP name	calcium ion transport	0.0019083	2.2613	18	11	684	0.033129
-2524	GOBP name	muscle filament sliding	0.0019841	2.878	9	7	684	0.033147
-2524	GOBP name	endosome transport	0.0019001	1.8027	39	19	684	0.033159
-2524	GOBP name	leukocyte activation involved in immune response	0.001963	3.1717	7	6	684	0.033211
-2524	GOBP name	aminoglycan catabolic process	0.0019841	2.878	9	7	684	0.033231
-2524	GOBP name	regulation of alternative nuclear mRNA splicing, via spliceosome	0.001963	3.1717	7	6	684	0.033295
-2524	GOBP name	regulation of RNA splicing	0.001933	2.0915	23	13	684	0.033298
-2524	GOBP name	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0019841	2.878	9	7	684	0.033315
-2524	GOBP name	positive regulation of cyclase activity	0.001963	3.1717	7	6	684	0.033381
-2524	GOBP name	glycosaminoglycan catabolic process	0.0019841	2.878	9	7	684	0.033399
-2524	GOBP name	membrane raft organization	0.001963	3.1717	7	6	684	0.033466
-2524	GOBP name	actin-myosin filament sliding	0.0019841	2.878	9	7	684	0.033484
-2524	GOMF name	G-protein-coupled receptor binding	0.00080918	2.337	19	12	684	0.033491
-2524	GOBP name	positive regulation of lyase activity	0.001963	3.1717	7	6	684	0.033552
-2524	KEGG name	Cytokine-cytokine receptor interaction	0.0062569	3.0836	6	5	684	0.033631
-2524	GOBP name	cell activation involved in immune response	0.001963	3.1717	7	6	684	0.033639
-2524	GOBP name	negative regulation of biosynthetic process	0.00208	1.4111	118	45	684	0.034403
-2524	GOBP name	regulation of protein metabolic process	0.0021437	1.2473	267	90	684	0.035369
-2524	GOMF name	glycoprotein binding	0.00088659	2.1585	24	14	684	0.036028
-2524	GOCC name	cell-cell contact zone	0.0062569	3.0836	6	5	684	0.036883
-2524	GOBP name	regulation of protein phosphorylation	0.0023022	1.3913	125	47	684	0.037703
-2524	GOBP name	regulation of homeostatic process	0.0023013	1.6688	51	23	684	0.03778
-2524	GOBP name	microtubule cytoskeleton organization	0.0023437	1.9925	26	14	684	0.038289
-2524	KEGG name	Protein digestion and absorption	0.0074606	2.2771	13	8	684	0.039282
-2524	GOBP name	regulation of nuclear mRNA splicing, via spliceosome	0.0024469	2.3127	16	10	684	0.039778
-2524	GOBP name	tube morphogenesis	0.0024469	2.3127	16	10	684	0.039875
